Response ID,What is your gender?  ,Which of the following best describes your industry?  ,Which of the following best describes your current occupation?  ,"Thinking about your employer’s policy on remote working, how strongly do you agree or disagree with the following statements? My employer’s remote working policy suits me","Thinking about your employer’s policy on remote working, how strongly do you agree or disagree with the following statements? I get to choose how much work I do remotely","Thinking about your employer’s policy on remote working, how strongly do you agree or disagree with the following statements? I choose which days I work remotely","Thinking about your employer’s policy on remote working, how strongly do you agree or disagree with the following statements? My direct manager has discretion to allow or deny remote work","Thinking about remote working in the last 6 months, how strongly do you agree or disagree with the following statements? My organization encouraged people to work remotely","Thinking about remote working in the last 6 months, how strongly do you agree or disagree with the following statements? My organization was well prepared for me to work remotely","Thinking about remote working in the last 6 months, how strongly do you agree or disagree with the following statements? It was common for people in my organization to work remotely","Thinking about remote working in the last 6 months, how strongly do you agree or disagree with the following statements? t was easy to get permission to work remotely","Thinking about remote working in the last 6 months, how strongly do you agree or disagree with the following statements? I could easily collaborate with colleagues when working remotely","Think about your experience this year. On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? Preparing for work and commuting","Think about your experience this year. On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? Working","Think about your experience this year. On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? Caring and domestic responsibilities","Think about your experience this year. On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? Personal and family time","Think about your experience this year. On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? Sleep","Think about your experience this year. On a day when you work remotely, how many hours would you spend doing the following activities? Preparing for work and commuting","Think about your experience this year. On a day when you work remotely, how many hours would you spend doing the following activities? Working","Think about your experience this year. On a day when you work remotely, how many hours would you spend doing the following activities? Caring and domestic responsibilities","Think about your experience this year. On a day when you work remotely, how many hours would you spend doing the following activities? Personal and family time","Think about your experience this year. On a day when you work remotely, how many hours would you spend doing the following activities? Sleep"
1315,Female,"Professional, Scientific and Technical",Technicians and trades workers - Other Technicians and Trades Workers,5,5,4,4,3,4,4,4,4,1,8,3,3,9,1,8,3,4,8
1316,Male,Retail Trade,Machinery operators and drivers - Road and Rail Drivers,4,2,2,4,4,3,3,3,3,1,8,3,3,9,0.5,8,3,4.5,8
1317,Male,Financial and Insurance,Clerical and administrative workers - Office Managers and Program Administrators,4,4,2,4,5,5,5,4,5,6,9,1.5,1.5,6,0.5,9,3.5,3,8
1318,Male,"Electricity, Gas, Water and Waste",Managers - Specialist Managers,5,5,5,3,5,5,4,4,5,3,11,2,3,5,1,12,3,2,6
1319,Male,"Transport, Postal and Warehousing",Managers - Specialist Managers,4,4,5,4,4,5,5,5,5,3.5,9.5,2,2,7,0.5,10.5,2,3,8
1320,Male,Financial and Insurance,Managers - Specialist Managers,1,1,1,5,2,4,5,2,4,1,7,1,7,8,0,9,1,6,8
1321,Male,Other Services,"Professionals - Business, Human Resource and Marketing Professionals",3,5,5,2,5,5,3,5,5,2,2,2,8,10,0,2,2,10,10
1322,Male,Information Media and Telecommunications,Professionals - ICT Professionals,5,5,5,5,3,4,4,5,5,5,7.5,1.5,3,7,0,8,2,6,8
1323,Male,Public Administration and Safety,"Professionals - Legal, Social and Welfare Professionals",3,2,2,5,2,2,2,3,4,1,9.5,2,2,9.5,0,9.5,2,3,9.5
1324,Male,Other Services,Labourers - Factory Process Workers,5,1,1,4,5,4,5,5,1,2,8,4,3,7,2,8,3,3,8
1325,Male,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",4,4,4,2,3,5,4,5,4,4,8,3,3,6,0,13,2,3,6
1326,Male,Financial and Insurance,Managers - Specialist Managers,5,5,4,4,5,5,5,5,5,6,8,2,2,6,0,9,4,5,6
1327,Female,Administrative and Support,Clerical and administrative workers - Clerical and Office Support Workers,5,4,4,5,2,5,2,5,5,1,8,5,3,7,0.5,8,3,5.5,7
1328,Female,Arts and Recreation,Clerical and administrative workers - Office Managers and Program Administrators,2,1,1,5,3,4,4,2,4,1.5,9,2,4,7.5,0.5,8,2,6,7.5
1329,Male,Other Services,"Managers - Chief Executives, General Managers and Legislators",5,5,5,5,5,5,5,5,5,6,8,2,3,5,4,8,4,2,6
1330,Female,Other Services,"Managers - Chief Executives, General Managers and Legislators",5,4,5,4,4,4,5,5,5,2,9,1,4,8,0,8,1,7,8
1331,Male,Education and Training,Professionals - Education Professionals,3,3,3,3,3,3,3,3,3,1,20,1,1,1,1,20,1,1,1
1332,Male,Public Administration and Safety,Managers - Specialist Managers,4,2,2,4,4,2,4,4,2,1,9,1,4,9,1,8,4,2,9
1333,Female,"Transport, Postal and Warehousing",Clerical and administrative workers - Personal Assistants and Secretaries,5,3,4,2,4,5,4,4,4,1.5,8,2.5,4,8,1,8,2,4,9
1334,Male,"Professional, Scientific and Technical","Professionals - Design, Engineering, Science and Transport Professionals",1,1,1,2,2,2,4,2,4,2,9,4,2,7,0,9,4,4,7
1335,Male,"Agriculture, Forestry and Fishing",Managers - Farmers and Farm Managers,2,2,2,2,4,4,4,5,5,1,9,2,4,8,0,10,2,5,7
1336,Female,Health Care and Social Assistance,Community and personal service workers - Carers and Aides,5,3,3,5,4,5,5,4,5,3,8,3,2,8,3,8,2,3,8
1337,Female,Retail Trade,Clerical and administrative workers - Clerical and Office Support Workers,4,4,4,3,4,4,3,3,3,0.5,10,2.5,3,8,1,10,2,3,8
1338,Female,Arts and Recreation,"Managers - Hospitality, Retail and Service Managers",3,4,4,4,2,4,4,4,4,2,7,1,6,8,1,8,1,5,9
1339,Female,Arts and Recreation,Professionals - Arts and Media Professionals,4,4,4,4,4,2,4,3,3,2,8,2,4,8,0.5,9,2,4.5,8
1340,Female,"Electricity, Gas, Water and Waste",Technicians and trades workers - Automotive and Engineering Trades Workers,4,4,5,5,4,4,5,4,5,3,8,1,2,10,2.5,7.5,4,2,8
1341,Male,Information Media and Telecommunications,Professionals - ICT Professionals,4,4,4,4,4,4,4,4,4,2,7,1,4,10,0,9,1,4,10
1342,Male,Administrative and Support,"Professionals - Business, Human Resource and Marketing Professionals",5,5,5,4,5,5,4,5,5,2.5,9,4.5,1,7,0,9.5,4.5,1,9
1343,Male,Other Services,Managers - Specialist Managers,4,4,4,4,4,4,4,4,4,1,8,2,4,9,0.5,7.5,3,4,9
1344,Male,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",3,3,3,3,3,3,3,3,3,3,7,5,3,6,1,7,3,4,9
1345,Male,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",4,5,5,3,4,4,4,5,4,1,9,2,5,7,0,10,3,4,7
1346,Female,Retail Trade,Community and personal service workers - Health and Welfare Support Workers,5,5,5,5,3,5,3,5,5,0,12,2,2,8,0,8,2,6,8
1347,Female,Health Care and Social Assistance,Professionals - Health Professionals,4,4,5,3,4,3,5,5,5,1,8,4,3,8,1,8,4,3,8
1348,Male,Construction,"Managers - Chief Executives, General Managers and Legislators",4,4,5,5,3,2,2,4,2,4,8,2,3,7,1,9,2,4,8
1349,Female,Education and Training,"Managers - Chief Executives, General Managers and Legislators",4,4,3,3,3,4,4,4,4,4,8,2,2,8,4,8,2,2,8
1350,Male,Financial and Insurance,Managers - Farmers and Farm Managers,3,4,3,3,3,4,4,3,3,6,6,2,5,5,5,8,9,1,1
1351,Female,Retail Trade,Clerical and administrative workers - Clerical and Office Support Workers,5,1,5,5,4,4,4,2,2,1.5,7.5,2,5,8,0.75,7.5,3,4.7,8
1352,Male,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",5,5,5,2,3,5,5,5,4,2,10,3,2,7,0,10,3,3,8
1353,Female,"Transport, Postal and Warehousing","Professionals - Business, Human Resource and Marketing Professionals",2,2,2,4,4,5,4,4,5,3,9,2,2,8,0,9,2,5,8
1354,Male,"Professional, Scientific and Technical",Professionals - ICT Professionals,5,5,5,1,5,4,5,5,5,0.5,9,4,2.5,8,0.5,10,2.5,3,8
1355,Male,Information Media and Telecommunications,Community and personal service workers - Carers and Aides,5,4,4,5,5,5,4,4,5,5,4,5,5,5,5,5,4,5,5
1356,Male,Financial and Insurance,Professionals - ICT Professionals,4,4,2,4,4,2,4,4,4,4,8,1,4,7,0.5,8,2,5.5,8
1357,Male,"Professional, Scientific and Technical",Professionals - ICT Professionals,4,4,4,4,5,5,5,5,5,1.25,7.5,3,5,7.25,0,7.5,4,5.5,7
1358,Male,Information Media and Telecommunications,Professionals - ICT Professionals,4,3,3,5,3,3,3,3,3,1,9,2,5,7,1,9,4,3,7
1359,Male,Public Administration and Safety,Managers - Specialist Managers,1,3,4,2,1,3,2,2,5,2,10,1,3,8,0.5,12,1.5,1,9
1360,Female,Health Care and Social Assistance,"Managers - Chief Executives, General Managers and Legislators",5,4,4,5,3,2,1,1,4,2,7,2,4,9,1,6,4,4,9
1361,Female,Public Administration and Safety,"Professionals - Business, Human Resource and Marketing Professionals",4,3,3,4,4,2,4,4,4,2.5,8,2.5,4,7,0.5,8,3,4.5,8
1362,Male,Manufacturing,"Managers - Chief Executives, General Managers and Legislators",4,5,5,2,5,5,4,4,5,2,8,2,5,7,1,9,2,5,7
1363,Male,"Professional, Scientific and Technical","Professionals - Design, Engineering, Science and Transport Professionals",5,5,5,3,5,3,5,5,4,2,9,2,3,8,1,9,3,3,8
1364,Male,Arts and Recreation,"Managers - Chief Executives, General Managers and Legislators",5,5,5,3,5,5,5,3,2,2,9,2,4,7,1,10,2,4,7
1365,Female,Other Services,Sales workers - Sales Representatives and Agents,5,5,5,4,3,5,5,5,5,0,1,0,12.5,10.5,0,1,0,12.5,10.5
1366,Male,Wholesale Trade,Sales workers - Sales Support Workers,4,3,5,4,4,4,3,4,2,1.5,8,2,4.5,8,0,8,3,5,8
1367,Male,"Professional, Scientific and Technical","Professionals - Business, Human Resource and Marketing Professionals",4,2,2,3,4,4,4,4,4,2,10,2,2,8,2,12,1,1,8
1368,Female,Manufacturing,Professionals - Education Professionals,4,3,4,4,4,5,4,4,4,1,7,6,4,6,0,6,3,5,10
1369,Female,Construction,Sales workers - Sales Representatives and Agents,5,5,5,5,5,5,5,5,5,1,8,3,3,9,0,9,1,5,9
1370,Female,Construction,"Managers - Chief Executives, General Managers and Legislators",5,5,4,5,4,4,4,4,5,1,7,1,5,10,1,8,2,3,10
1371,Male,Public Administration and Safety,Clerical and administrative workers - Other Clerical and Administrative Workers,4,2,2,5,5,4,2,2,5,2,7.5,1.5,5.5,7.5,0.5,8.5,1.5,5.5,8
1372,Male,Manufacturing,Managers - Specialist Managers,5,4,5,4,5,4,5,5,4,0.5,10,3,3.5,7,0,12,2.5,2.5,7
1373,Male,"Professional, Scientific and Technical",Professionals - ICT Professionals,3,2,4,3,4,4,4,5,4,2,8,3,3,8,0,10,4,2,8
1374,Female,Information Media and Telecommunications,Clerical and administrative workers - Clerical and Office Support Workers,5,4,4,4,5,4,4,5,4,2.5,8,2,2.5,9,0.5,6,5,3,9.5
1375,Female,Health Care and Social Assistance,Professionals - Health Professionals,4,4,5,4,5,3,4,4,3,1,8,4,3,8,1,8,4,3,8
1376,Male,Retail Trade,"Managers - Chief Executives, General Managers and Legislators",4,5,5,4,5,4,5,5,4,2,10,2,2,8,1,8,2,4,9
1377,Male,Financial and Insurance,Professionals - Arts and Media Professionals,3,3,3,4,4,4,4,4,4,1,7,4,3,9,1,8,3,3,9
1378,Male,Manufacturing,"Professionals - Business, Human Resource and Marketing Professionals",3,3,3,2,3,3,3,3,3,0,10,10,4,0,,10,10,4,
1379,Male,Wholesale Trade,"Professionals - Business, Human Resource and Marketing Professionals",4,3,3,4,2,3,2,3,2,1,2,10,1,10,2,8,7,6,1
1380,Female,Health Care and Social Assistance,Sales workers - Sales Assistants and Salespersons,5,5,5,3,4,4,4,4,4,2,7,5,2,8,2,6,3,8,5
1381,Female,Education and Training,Professionals - Education Professionals,3,3,3,3,3,3,3,3,3,5,5,5,5,4,5,5,5,5,4
1382,Female,Health Care and Social Assistance,Professionals - Health Professionals,4,1,1,4,5,4,4,3,3,3,8,5,1,7,5,9,2,1,7
1383,Male,Information Media and Telecommunications,Professionals - ICT Professionals,4,1,2,5,4,3,4,4,4,3,8.5,2,4,6.5,0.25,8.5,2,6.75,6.5
1384,Female,Administrative and Support,Technicians and trades workers - Automotive and Engineering Trades Workers,3,4,4,2,5,5,5,3,5,1,8,2,6,7,1,10,2,5,6
1385,Male,Other Services,Managers - Specialist Managers,4,5,4,4,4,4,5,5,4,2,7,7,2,6,7,7,5,,5
1386,Female,Other Services,"Managers - Chief Executives, General Managers and Legislators",4,4,4,5,5,5,1,4,5,3,8.5,2,2.5,8,0.5,10,2,3.5,8
1387,Male,Information Media and Telecommunications,Professionals - Arts and Media Professionals,4,3,4,4,4,4,4,4,3,1,8,2,5,8,0,8,3,5,8
1388,Male,Manufacturing,Managers - Specialist Managers,4,4,5,4,4,4,4,4,4,1.5,10,2,2,8.5,0,11,2,3,8
1389,Male,Administrative and Support,"Managers - Chief Executives, General Managers and Legislators",5,5,5,2,4,5,4,2,3,0.5,7.5,2,7,7,0,7,2,8,7
1390,Male,Retail Trade,Sales workers - Sales Representatives and Agents,5,4,4,5,5,4,5,5,4,1.5,8,4,3.5,7,0.5,9,4,3.5,7
1391,Female,Financial and Insurance,Clerical and administrative workers - Personal Assistants and Secretaries,5,4,4,4,3,5,2,4,4,2,8,2,4,8,0,8,2,6,8
1392,Male,Other Services,"Professionals - Business, Human Resource and Marketing Professionals",4,3,3,4,3,5,5,4,2,3,6,4,3,8,0,8,4,4,8
1393,Male,Financial and Insurance,Clerical and administrative workers - General Clerical Workers,5,4,4,3,5,5,4,5,5,2,7,5,2,8,0.5,7.5,3,5,8
1394,Female,"Electricity, Gas, Water and Waste","Professionals - Design, Engineering, Science and Transport Professionals",4,2,2,2,5,4,5,5,4,3,7,2,4,8,0,8,4,4,8
1395,Female,Other Services,"Professionals - Business, Human Resource and Marketing Professionals",5,5,5,3,5,5,5,5,5,3,8,2,3,8,0,7,3,5,9
1396,Female,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",3,4,4,2,4,4,4,4,4,3,9,1,3,8,0,10,2,4,8
1397,Female,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",5,5,5,5,5,5,5,5,5,1,9,1,4,9,0,9,2,4,9
1398,Female,Education and Training,Professionals - Education Professionals,4,5,5,5,2,4,5,4,4,2,7,4,5,6,0,7,4,5,8
1399,Female,Financial and Insurance,Clerical and administrative workers - Office Managers and Program Administrators,1,1,1,5,1,4,4,2,4,2,9,1,4,8,1.5,8,1,5.5,8
1400,Female,"Professional, Scientific and Technical",Clerical and administrative workers - General Clerical Workers,5,5,5,2,5,5,5,5,5,2,8,1.5,4.5,8,0.5,8,1.5,6,8
1401,Female,Health Care and Social Assistance,Managers - Specialist Managers,5,5,5,5,5,5,3,5,5,1,6,4,6,7,0.5,6.5,4,6,7
1402,Female,"Professional, Scientific and Technical",Professionals - Health Professionals,5,5,1,1,5,5,5,5,5,1,10,2,3,8,2,9,1,3,9
1403,Female,"Rental, Hiring and Real Estate",Sales workers - Sales Support Workers,4,2,4,4,2,5,4,4,5,1.5,8,3,4,7.5,0,8,4,4,8
1404,Female,Information Media and Telecommunications,Professionals - ICT Professionals,4,4,4,4,4,4,4,4,4,2,6,2,6,8,0,7,3,6,8
1405,Female,"Professional, Scientific and Technical","Professionals - Legal, Social and Welfare Professionals",3,4,2,5,3,4,3,2,4,3,7,4,4,6,0.5,7,5,5.5,6
1406,Female,"Agriculture, Forestry and Fishing","Professionals - Business, Human Resource and Marketing Professionals",4,3,4,3,3,3,4,4,3,5,8,3,1,7,2,9,3,3,7
1407,Female,Financial and Insurance,Managers - Specialist Managers,4,4,4,4,3,2,1,4,4,2.5,9,2,2.5,8,0.5,9,2,5.5,7
1408,Female,Health Care and Social Assistance,"Professionals - Legal, Social and Welfare Professionals",2,3,5,4,3,2,2,3,4,3,8,4,2,7,1,9,5,2,7
1409,Female,"Professional, Scientific and Technical",Clerical and administrative workers - Clerical and Office Support Workers,5,4,2,5,3,5,3,5,5,0,8,5,4,7,0,8,5,4,7
1410,Female,"Transport, Postal and Warehousing","Professionals - Business, Human Resource and Marketing Professionals",4,4,4,4,5,4,2,3,5,3,8.5,1,4,7.5,0,8.5,1,6.5,8
1411,Female,Other Services,Managers - Specialist Managers,3,1,5,5,1,1,4,2,4,2,7,3,2,10,0,7,3.5,3.5,10
1412,I would rather not say,Construction,"Professionals - Business, Human Resource and Marketing Professionals",5,5,5,5,3,3,3,3,5,2,8,4,4,6,0,8,4,6,6
1413,Female,Retail Trade,Clerical and administrative workers - General Clerical Workers,1,1,1,4,1,2,1,1,4,1,8,2,4,9,0,7,3,5,9
1414,Male,Financial and Insurance,Professionals - ICT Professionals,5,5,5,5,5,5,5,5,4,1,8,2,5,8,0,9,2,5,8
1415,Female,Information Media and Telecommunications,Clerical and administrative workers - General Clerical Workers,5,1,1,1,3,4,4,4,4,0,9,4,5,6,0,9,4,5,6
1416,Female,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",4,4,2,3,4,3,4,5,3,2,9,0,5,8,0.5,9,0,6.5,8
1417,Female,"Professional, Scientific and Technical",Managers - Specialist Managers,5,4,4,5,4,2,5,4,4,3.5,9,2,2.5,7,0.5,10.5,2,3,8
1418,Female,"Professional, Scientific and Technical","Professionals - Business, Human Resource and Marketing Professionals",5,4,4,3,5,5,5,5,5,2.5,8,1,5,7.5,0.5,9.5,1,5,8
1419,Male,Information Media and Telecommunications,Managers - Specialist Managers,5,5,5,3,5,1,3,4,5,2,8,2,4,8,0.5,9,1.5,5,8
1420,Female,Construction,Clerical and administrative workers - Office Managers and Program Administrators,4,2,2,4,2,4,4,2,4,1,8,2,5,8,0.5,8,3,4.5,8
1421,Female,"Professional, Scientific and Technical","Professionals - Business, Human Resource and Marketing Professionals",4,3,4,5,5,5,4,5,4,3,8,5,2,6,0,9,4,4,7
1422,Male,Education and Training,Managers - Specialist Managers,5,1,5,4,5,4,5,5,2,1.5,7.5,3,4,8,0.25,7.5,3,5.2,8
1423,Male,Financial and Insurance,Managers - Specialist Managers,5,5,5,4,5,4,5,5,4,3,8,2,3,8,1,7.5,1,6,8.5
1424,Male,Other Services,"Managers - Chief Executives, General Managers and Legislators",4,4,5,4,4,4,5,3,4,2,9,2,3,8,0,10,3,3,8
1425,Male,Health Care and Social Assistance,Professionals - Health Professionals,1,1,1,1,3,1,2,2,2,1,8,3,3,9,0,8,3,4,9
1426,Female,Administrative and Support,Clerical and administrative workers - Other Clerical and Administrative Workers,5,5,5,5,5,2,5,5,5,3,7.5,2,3.5,8,0.5,7.5,3,5,8
1427,Male,Education and Training,Professionals - Education Professionals,2,4,1,2,4,4,4,5,2,2,6,2,6,8,1,8,3,4,8
1428,Female,Information Media and Telecommunications,Clerical and administrative workers - Other Clerical and Administrative Workers,5,5,5,4,4,5,5,5,4,5,7,0,3,9,0.5,9,1,5,8.5
1429,Female,Other Services,Clerical and administrative workers - Clerical and Office Support Workers,3,4,4,4,4,4,1,3,5,2,7,3,3,9,0,7,3,5,9
1430,Female,Wholesale Trade,"Professionals - Business, Human Resource and Marketing Professionals",1,1,1,4,1,2,1,1,5,2.5,8.5,4,1,8,0.5,8.5,4,3,8
1431,Male,"Professional, Scientific and Technical",Managers - Specialist Managers,5,5,5,4,5,5,4,4,5,1,8,4,3,8,1,8,4,3,8
1432,Female,Construction,Technicians and trades workers - Construction Trades Workers,5,3,5,4,4,5,5,3,3,3.5,7.5,2,3,8,1,8,2,3,10
1433,Male,Accommodation and Food,Professionals - ICT Professionals,4,4,2,2,4,4,4,3,3,2,8,2,4,8,0,10,2,5,7
1434,Female,Information Media and Telecommunications,Clerical and administrative workers - General Clerical Workers,1,1,3,4,1,4,2,1,5,1.5,8.5,2,3,9,0,9.5,2,3,9.5
1435,Male,Arts and Recreation,"Managers - Chief Executives, General Managers and Legislators",5,4,5,4,3,5,4,5,4,0.5,10,2.5,3,8,0.25,10,2,3.7,8
1436,Female,Health Care and Social Assistance,Professionals - Health Professionals,4,4,4,5,5,4,4,5,3,3,8,,5,8,0,9,2,5,8
1437,Male,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",4,5,2,2,5,5,5,5,4,4,8,1,2,9,2,8,3,3,8
1438,Male,"Professional, Scientific and Technical","Technicians and trades workers - Engineering, ICT and Science Technicians",1,1,1,1,1,1,2,1,1,3.5,8.5,2,3,7,0.5,9,2,4.5,8
1439,Female,"Professional, Scientific and Technical","Professionals - Legal, Social and Welfare Professionals",5,4,5,4,5,4,5,5,4,2,9,1,4,8,0.5,8,2,5.5,8
1440,Female,"Professional, Scientific and Technical","Professionals - Design, Engineering, Science and Transport Professionals",1,1,5,2,3,1,3,2,4,2,8.5,2,3.5,8,0.5,9,2,4.5,8
1441,Female,Health Care and Social Assistance,Professionals - Health Professionals,2,1,1,5,1,4,2,1,1,5,8.5,1,2.5,7,0.5,8.5,2,7,6
1442,Female,Education and Training,"Professionals - Business, Human Resource and Marketing Professionals",4,2,4,4,2,3,3,4,3,3,8,4,3,6,0,8,3,7,6
1443,Male,Financial and Insurance,Managers - Specialist Managers,4,4,4,4,4,2,4,5,4,2.5,8.5,3,3,7,0,9,4,4,7
1444,Female,Health Care and Social Assistance,"Managers - Hospitality, Retail and Service Managers",3,3,3,3,4,1,1,5,4,3,8,4,2,7,3,6,3,4,8
1445,Female,Education and Training,Professionals - Education Professionals,4,2,5,4,5,5,4,5,4,2,10,1.5,3,7.5,0,10,2.5,3.5,8
1446,Female,Construction,"Managers - Hospitality, Retail and Service Managers",4,2,4,4,4,4,4,4,4,1,9,4.5,1.5,8,0,9,3,4,8
1447,Female,Health Care and Social Assistance,"Professionals - Legal, Social and Welfare Professionals",3,3,3,2,4,4,4,4,4,1.5,8.5,3,3,8,0.5,10,3,3,7.5
1448,Male,"Rental, Hiring and Real Estate","Professionals - Business, Human Resource and Marketing Professionals",5,5,5,3,5,3,5,5,4,1.5,8,3,4,7.5,0.5,7.5,4,4,8
1449,Female,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",4,3,4,3,4,4,4,3,3,2,8,4,4,6,2,8,4,4,6
1450,Male,Education and Training,Managers - Specialist Managers,5,5,5,5,5,5,4,4,4,5,5,5,5,4,5,5,5,5,4
1451,Female,Other Services,"Managers - Chief Executives, General Managers and Legislators",4,1,4,1,3,5,5,1,5,2,7,3,4,8,0.5,7,3,5.5,8
1452,Male,Education and Training,Professionals - Education Professionals,3,3,3,3,3,3,3,3,3,1,6,5,5,7,2,6,4,4,8
1453,Female,Other Services,Sales workers - Sales Representatives and Agents,5,5,3,4,4,5,4,4,5,1,7,0,4,12,0,7,0,5,12
1454,Male,Information Media and Telecommunications,Managers - Specialist Managers,4,4,5,5,5,4,5,4,4,1,8,4,3,8,0.5,8,1.5,5,9
1455,Male,Manufacturing,Managers - Specialist Managers,4,4,5,5,3,4,4,4,5,1,8,2,4,9,1,8,3,4,8
1456,Female,"Professional, Scientific and Technical",Professionals - Health Professionals,5,5,5,3,5,5,5,5,5,2,4,2,4,12,2,4,2,4,12
1457,Male,"Transport, Postal and Warehousing","Professionals - Business, Human Resource and Marketing Professionals",4,4,4,2,5,5,4,4,5,3.5,8,3,1.5,8,0,8,4,4,8
1458,Female,Wholesale Trade,Clerical and administrative workers - Office Managers and Program Administrators,4,5,5,2,3,4,4,4,4,3,9,2,3,7,3,9,2,3,7
1459,Female,Other Services,"Professionals - Legal, Social and Welfare Professionals",5,4,5,1,3,4,4,3,5,2.5,7.5,3,3,8,0.5,8.5,2,5,8
1460,Female,"Rental, Hiring and Real Estate","Managers - Hospitality, Retail and Service Managers",3,5,5,4,5,5,5,5,5,2,7,2,5,8,1,7,2,5,9
1461,Male,Financial and Insurance,"Managers - Chief Executives, General Managers and Legislators",5,5,5,5,5,4,5,5,5,1,8,3,5,7,1,10,4,3,6
1462,Female,Administrative and Support,Clerical and administrative workers - Personal Assistants and Secretaries,3,1,4,5,5,4,4,1,5,4,7.5,2.5,2,8,1,9,3,3,8
1463,Female,Education and Training,Clerical and administrative workers - Other Clerical and Administrative Workers,3,3,4,5,5,2,5,4,5,1,8,2,7,6,1,9,2,6,6
1464,Male,"Transport, Postal and Warehousing",Machinery operators and drivers - Mobile Plant Operators,4,3,5,3,3,4,4,4,4,0.2,12,2,2,7.8,0,10,3,4,7
1465,Male,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",5,2,5,4,4,5,4,5,4,2,7.5,1.5,6,7,0,7.5,4,5,7.5
1466,Female,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",4,4,5,2,5,4,5,4,4,4,9,1,4,6,0.5,9.5,3,4,7
1467,Male,Financial and Insurance,Professionals - ICT Professionals,5,4,4,2,5,5,5,5,4,1,9,2,5,7,0.25,9.5,2,5.25,7
1468,Female,Information Media and Telecommunications,Professionals - ICT Professionals,5,5,5,5,5,4,4,5,5,2,8,2,4,8,1,8,3,4,8
1469,Male,Construction,Managers - Specialist Managers,4,5,4,1,5,5,5,5,4,1,10,1,5,7,0,12,1,4,7
1470,Female,Administrative and Support,Clerical and administrative workers - General Clerical Workers,3,1,1,5,4,4,5,2,5,2,8,3,4,7,0,8,3,5,8
1471,Female,Other Services,"Professionals - Design, Engineering, Science and Transport Professionals",3,3,2,3,5,3,5,4,2,2,8,3,2,9,0,9,3,3,9
1472,Female,"Agriculture, Forestry and Fishing","Managers - Chief Executives, General Managers and Legislators",3,2,1,3,3,3,2,3,4,5,3,9,6,1,5,6,8,3,2
1473,Female,Administrative and Support,Clerical and administrative workers - Office Managers and Program Administrators,5,5,5,5,3,5,2,5,5,1,5,4,5,9,1,3,3,8,9
